-2.54734,-1.5515
-2.44978,-1.47572
-2.34417,-1.37346
-2.24038,-1.34364
-2.14434,-1.24135
-2.04238,-1.28399
-1.94021,-1.26124
-1.83642,-1.22789
-1.73743,-1.20159
-1.63551,-1.25836
-1.5368,-1.31866
-1.43795,-1.33832
-1.33937,-1.43926
-1.23613,-1.58086
-1.13615,-1.74365
-1.03798,-1.97537
-0.94003,-2.27423
-0.83758,-2.66323
-0.73981,-3.02041
-0.63418,-3.41119
-0.53763,-3.6482
-0.44073,-3.77741
-2.55006,-1.40658
-2.45266,-1.37852
-2.34228,-1.28157
-2.23699,-1.27826
-2.14415,-1.18127
-2.04376,-1.21506
-1.94322,-1.20291
-1.83625,-1.17664
-1.73566,-1.14682
-1.63378,-1.21596
-1.53827,-1.28155
-1.43306,-1.30298
-1.33765,-1.40039
-1.2344,-1.53668
-1.13442,-1.70125
-1.03459,-1.91176
-0.93827,-2.22122
-0.83258,-2.59432
-0.73798,-2.94619
-0.63865,-3.31221
-0.54219,-3.57927
-0.43248,-3.6926
-2.54452,-1.66814
-2.45,-1.54464
-2.34118,-1.43531
-2.2437,-1.38428
-2.14448,-1.28553
-2.04412,-1.32993
-1.94193,-1.29834
-1.83495,-1.26853
-1.73752,-1.23164
-1.63721,-1.29194
-1.54007,-1.34516
-1.43647,-1.3719
-1.34262,-1.45869
-1.2442,-1.60911
-1.14263,-1.77545
-1.03648,-2.00541
-0.94336,-2.3184
-0.84253,-2.71447
-0.74323,-3.08932
-0.63927,-3.5066
-0.53304,-3.71006
-0.43137,-3.84458
