-2.72392,-1.24912
-2.62836,-1.64394
-2.54538,-1.19924
-2.44488,-1.55328
-2.34323,-1.21878
-2.24767,-1.21431
-2.14411,-1.19925
-2.03664,-1.00322
-1.93169,-1.03965
-1.83289,-1.021
-1.73378,-0.92605
-1.63532,-0.99259
-1.52871,-1.01305
-1.43032,-1.09556
-1.32536,-1.13021
-1.23861,-1.33861
-1.13235,-1.44603
-1.04104,-1.70948
-0.93711,-2.00322
-0.83495,-2.33953
-0.73952,-2.76629
-0.64216,-3.10965
-0.54332,-3.48143
-0.43747,-3.69177
-2.72191,-1.14444
-2.63125,-1.56938
-2.54319,-1.05019
-2.44766,-1.45211
-2.34588,-1.08389
-2.24412,-1.12206
-2.139,-1.11589
-2.03478,-0.93758
-1.92667,-0.97936
-1.82627,-0.95895
-1.73202,-0.88348
-1.63037,-0.94827
-1.52691,-0.95983
-1.43173,-1.05118
-1.33154,-1.08401
-1.2368,-1.28539
-1.13372,-1.39101
-1.03285,-1.651
-0.93206,-1.93228
-0.83308,-2.27034
-0.72966,-2.69007
-0.64177,-3.01383
-0.53186,-3.40344
-0.43724,-3.63498
-2.72125,-1.37869
-2.62866,-1.71847
-2.5431,-1.42641
-2.44532,-1.66508
-2.34388,-1.38382
-2.24491,-1.32258
-2.14125,-1.28269
-2.03525,-1.0547
-1.94307,-1.09811
-1.8299,-1.07072
-1.73238,-0.97398
-1.63863,-1.0245
-1.52888,-1.05564
-1.43524,-1.13278
-1.32871,-1.171
-1.24195,-1.37762
-1.13567,-1.48149
-1.0444,-1.75382
-0.9405,-2.05465
-0.83841,-2.40871
-0.74139,-2.83725
-0.64408,-3.19304
-0.54678,-3.55061
-0.43292,-3.75037
