-2.64866,-1.34041
-2.55222,-1.77642
-2.44937,-1.63161
-2.34766,-1.33629
-2.24553,-1.46684
-2.15165,-1.35323
-2.04966,-1.34331
-1.94866,-1.34342
-1.84673,-1.27107
-1.74671,-1.28679
-1.65073,-1.26906
-1.54569,-1.31489
-1.44762,-1.37631
-1.3455,-1.5024
-1.24838,-1.62403
-1.14519,-1.81478
-1.04692,-2.08244
-0.94965,-2.35234
-0.84527,-2.73484
-0.74182,-3.182
-0.64542,-3.58234
-0.54422,-3.77643
-0.44612,-3.88022
-2.64673,-1.26572
-2.55029,-1.70507
-2.44844,-1.55914
-2.34573,-1.2694
-2.2486,-1.39883
-2.1517,-1.29749
-2.0507,-1.30206
-1.9487,-1.29995
-1.84577,-1.23206
-1.74776,-1.24443
-1.64876,-1.23673
-1.54272,-1.28368
-1.44365,-1.34622
-1.34454,-1.4645
-1.24841,-1.59281
-1.14521,-1.78691
-1.04295,-2.04677
-0.94969,-2.30886
-0.84232,-2.68134
-0.74188,-3.12069
-0.6455,-3.49538
-0.54727,-3.72626
-0.44318,-3.82448
-2.65158,-1.41622
-2.55316,-1.83662
-2.44731,-1.69181
-2.34461,-1.39092
-2.24647,-1.53373
-2.1526,-1.40117
-2.04963,-1.37118
-1.95062,-1.3791
-1.84569,-1.30675
-1.74768,-1.31912
-1.6457,-1.29917
-1.55166,-1.34387
-1.45158,-1.41644
-1.34247,-1.53028
-1.24734,-1.65747
-1.14516,-1.84376
-1.04889,-2.10697
-0.95061,-2.3869
-0.84223,-2.77275
-0.74378,-3.21545
-0.64535,-3.64922
-0.54918,-3.82213
-0.44808,-3.92258
