-2.65394,-1.58953
-2.55479,-2.0225
-2.45363,-1.75179
-2.35248,-1.633
-2.24832,-1.75995
-2.14917,-1.6646
-2.05002,-1.62732
-1.94586,-1.59344
-1.8407,-1.63439
-1.74555,-1.58927
-1.64039,-1.61459
-1.54324,-1.67113
-1.44109,-1.76456
-1.34594,-1.81103
-1.24479,-1.93685
-1.14163,-2.14421
-1.04448,-2.3359
-0.93932,-2.60807
-0.83817,-2.89919
-0.74202,-3.22714
-0.64287,-3.57968
-0.53971,-3.85853
-0.44357,-4.11388
-2.65494,-1.47001
-2.55679,-1.94765
-2.45564,-1.66242
-2.35148,-1.53918
-2.24832,-1.6773
-2.14917,-1.60875
-2.04701,-1.57038
-1.94486,-1.52866
-1.83869,-1.58191
-1.74655,-1.53118
-1.63939,-1.55987
-1.54224,-1.61417
-1.43808,-1.71655
-1.34294,-1.76749
-1.24279,-1.90112
-1.13963,-2.09955
-1.04348,-2.29235
-0.94032,-2.54439
-0.83917,-2.83217
-0.73802,-3.13558
-0.64187,-3.46464
-0.54372,-3.7725
-0.43956,-4.01227
-2.65494,-1.75595
-2.55579,-2.09174
-2.45363,-1.85009
-2.35548,-1.73574
-2.24932,-1.84372
-2.15117,-1.71596
-2.05202,-1.68092
-1.94385,-1.64371
-1.83869,-1.68467
-1.74555,-1.64177
-1.63639,-1.66935
-1.54825,-1.70684
-1.43909,-1.7925
-1.34995,-1.84563
-1.24779,-1.97033
-1.14363,-2.17771
-1.04248,-2.38841
-0.94333,-2.66053
-0.83617,-2.96622
-0.74302,-3.32319
-0.63886,-3.68582
-0.54272,-3.94564
-0.43856,-4.19769
