-2.74126,-2.09057
-2.64336,-1.52746
-2.54645,-1.79545
-2.44456,-1.72457
-2.34266,-1.53035
-2.24276,-1.47502
-2.14086,-1.35191
-2.04196,-1.37657
-1.94505,-1.3479
-1.84515,-1.36368
-1.74525,-1.38723
-1.64236,-1.35079
-1.54745,-1.37989
-1.44456,-1.51012
-1.34466,-1.57479
-1.24575,-1.73168
-1.14585,-1.90301
-1.04496,-2.11657
-0.94006,-2.42791
-0.84416,-2.73368
-0.73926,-3.16502
-0.64136,-3.55302
-0.54046,-3.80435
-2.74426,-2.01612
-2.64436,-1.47079
-2.54945,-1.73767
-2.44456,-1.68346
-2.34366,-1.49146
-2.24276,-1.43057
-2.14186,-1.3108
-2.04296,-1.32879
-1.94406,-1.3079
-1.84715,-1.32145
-1.74525,-1.33945
-1.64036,-1.31524
-1.54545,-1.34101
-1.44256,-1.47235
-1.34266,-1.53702
-1.24276,-1.70279
-1.14086,-1.85858
-1.04296,-2.07435
-0.93906,-2.37569
-0.84116,-2.66924
-0.74126,-3.06169
-0.64336,-3.43079
-0.53946,-3.73991
-2.74326,-2.21835
-2.64036,-1.61635
-2.54745,-1.87878
-2.44555,-1.78123
-2.34366,-1.59035
-2.24376,-1.52724
-2.13886,-1.40525
-2.04196,-1.42768
-1.94705,-1.3779
-1.84615,-1.3959
-1.74226,-1.41613
-1.63936,-1.38969
-1.54645,-1.41434
-1.44256,-1.54791
-1.34565,-1.61479
-1.24675,-1.7639
-1.14585,-1.9419
-1.04496,-2.1499
-0.94006,-2.47791
-0.84515,-2.80146
-0.74625,-3.25056
-0.63836,-3.65525
-0.54446,-3.85657
